"coral_science";"coral_science"
"cosmetics";"cosmetics"
"cribbage";"cribbage"
"cricket";"cricket"
"crime";"crime"
"criminology";"criminology"
"cryptography";"cryptography"
"cryptozoology";"cryptozoology"
"crystallography";"crystallography"
"cultural_anthropology";"cultural_anthropology"
"curling";"curling"
"currency";"numismatics"
"cybernetics";"cybernetics"
"cycling";"cycling"
"cytology";"cytology"
"dance";"dance"
"darts";"darts"
"data_management";"data_management"
"data_modeling";"data_modeling"
"databases";"databases"
"deltiology";"deltiology"
"dentistry";"dentistry"
"dermatology";"dermatology"
"derogatory";"derogatory"
"dialectal";"dialectal"
"diplomacy";"diplomacy"
"disease";"pathology"
"drama";"drama"
"dressage";"dressage"
"drug";"medicine"
"E_number";"E_number"
"earth_science";"earth_science"
"Eastern_Orthodoxy";"Eastern_Orthodoxy"
"ecclesiastical";"ecclesiastical"
"ecology";"ecology"
"economics";"economics"
"education";"education"
"Egyptian_mythology";"Egyptian_mythology"
"electrical_engineering";"electrical_engineering"
"electricity";"electricity"
"electrodynamics";"electrodynamics"
"electromagnetism";"electromagnetism"
"electronics";"electronics"
"element";"chemistry"
"element_symbol";"chemistry"
"embryology";"embryology"
"emoticon";"emoticon"
"endocrinology";"endocrinology"
"engineering";"engineering"
"England_and_Wales_law";"England_and_Wales_law"
"entomology";"entomology"
"enzyme";"biochemistry"
"epidemiology";"epidemiology"
"epistemology";"epistemology"
"ethics";"ethics"
"exercise";"exercise"
"Extension";"Extension"
"fandom";"fandom"
"fantasy";"fantasy"
"fashion";"fashion"
"fatty_acid";"organic_chemistry"
"fencing";"fencing"
"fiction";"fiction"
"field_hockey";"field_hockey"
"figure_of_speech";"rhetoric"
"figure_skating";"figure_skating"
"finance";"finance"
"fire";"fire"
"firefighting";"firefighting"
"fish";"fish"
"fishing";"fishing"
"flower";"botany"
"fluid_dynamics";"fluid_dynamics"
"fluid_mechanics";"fluid_mechanics"
"food";"food"
"forestry";"forestry"
"freemasonry";"freemasonry"
"functional_analysis";"functional_analysis"
"furniture";"furniture"
"galaxy";"astronomy"
"gambling";"gambling"
"game_of_go";"game_of_go"
"game_theory";"game_theory"
"games";"games"
"gaming";"gaming"
"genealogy";"genealogy"
"genetics";"genetics"
"genre";"genre"
"genres";"genres"
"geography";"geography"
"geology";"geology"
"geometry";"geometry"
"geomorphology";"geomorphology"
"glassblowing";"glassblowing"
"Gnosticism";"Gnosticism"
"golf";"golf"
"government";"government"
"graph_theory";"graph_theory"
"graphical_user_interface";"graphical_user_interface"
"Greek_mythology";"Greek_mythology"
"group_theory";"group_theory"
"gymnastics";"gymnastics"
"gynaecology";"gynaecology"
"ham_radio";"ham_radio"
"Hawaiian_mythology";"Hawaiian_mythology"
"healthcare";"healthcare"
"hematology";"hematology"
"heraldiccharge";"heraldry"
"heraldry";"heraldry"
"herbalism";"herbalism"
"Hinduism";"Hinduism"
"historical";"historical"
"historiography";"historiography"
"history";"history"
"homeopathy";"homeopathy"
"hormone";"biochemistry"
"horror";"horror"
"horse_racing";"horse_racing"
"horticulture";"horticulture"
"HTML";"HTML"
"human_resources";"human_resources"
"humanities";"humanities"
"humour";"humour"
"hunting";"hunting"
"hydrology";"hydrology"
"ice_hockey";"ice_hockey"
"ichthyology";"ichthyology"
"immunochemistry";"immunochemistry"
"immunology";"immunology"
"in_London";"in_London"
"incoterm";"incoterm"
"information_science";"information_science"
"information_theory";"information_theory"
"inorganic_chemistry";"inorganic_chemistry"
"inorganic_compound";"inorganic_chemistry"
"insect";"insect"
"international_law";"international_law"
"Internet";"Internet"
"IRC";"IRC"
"Irish_mythology";"Irish_mythology"
"Islam";"Islam"
"isotope";"physics"
"jazz";"jazz"
"journalism";"journalism"
"Judaism";"Judaism"
"judo";"judo"
"juggling";"juggling"
"lacrosse";"lacrosse"
"landforms";"landform"
"languages";"linguistics"
"law_enforcement";"law_enforcement"
"legal";"law"
"letterpress";"letterpress_typography"
"lexicography";"lexicography"
"library_science";"library_science"
"limnology";"limnology"
"linear_algebra";"linear_algebra"
"linguistic_morphology";"linguistics"
"linguistics";"linguistics"
"linux";"Linux"
"literature";"literature"
"logic";"logic"
"logical_fallacy";"logical_fallacy"
"luge";"luge"
"lumbering";"lumbering"
"makurakotoba";"makurakotoba"
"malacology";"malacology"
"management";"management"
"manga";"manga"
"manhua";"manhua"
"manhwa";"manhwa"
"manufacturing";"manufacturing"
"marine_biology";"marine_biology"
"marketing";"marketing"
"martial_arts";"martial_arts"
"Marxism";"Marxism"
"massage";"massage"
"materials_science";"materials_science"
"mathematics";"mathematics"
"measuring_instrument";"metrology"
"mechanical_engineering";"mechanical_engineering"
"mechanics";"mechanics"
"media";"media"
"medicine";"medicine"
"metadata";"metadata"
"metallurgy";"metallurgy"
"metaphysics";"metaphysics"
"meteorology";"meteorology"
"metrology";"metrology"
"microbiology";"microbiology"
"microelectronics";"microelectronics"
"microscopy";"microscopy"
"military";"military"
"military_ranks";"military"
"mineral";"mineralogy"
"mineralogy";"mineralogy"
"mining";"mining"
"mobile_phones";"mobile_telephony"
"molecular_biology";"molecular_biology"
"monarchy";"monarchy"
"money";"money"
"Mormonism";"Mormonism"
"motor_racing";"motor_racing"
"munitions";"munitions"
"muscle";"anatomy"
"mushroom";"mycology"
"music";"music"
"musical_instruments";"music"
"mycology";"mycology"
"mythology";"mythology"
"nanotechnology";"nanotechnology"
"narratology";"narratology"
"nautical";"nautical"
"navigation";"navigation"
"nematology";"nematology"
"netball";"netball"
"networking";"networking"
"neuroanatomy";"neuroanatomy"
"neurology";"neurology"
"neuroscience";"neuroscience"
"neurosurgery";"neurosurgery"
"neurotoxin";"neurotoxicology"
"neurotransmitter";"biochemistry"
"newspapers";"newspapers"
"Norse_mythology";"Norse_mythology"
"nuclear_physics";"nuclear_physics"
"number_theory";"number_theory"
"numismatics";"numismatics"
"nutrition";"nutrition"
"occult";"occult"
"oil_industry";"oil_industry"
"oncology";"oncology"
"online_games";"online_gaming"
"online_gaming";"online_gaming"
"operating_systems";"operating_systems"
"ophthalmology";"ophthalmology"
"optics";"optics"
"organic_chemistry";"organic_chemistry"
"organic_compounds";"organic_chemistry"
"ornithology";"ornithology"
"orthodontics";"orthodontics"
"orthography";"orthography"
"paganism";"paganism"
"paintball";"paintball"
"painting";"painting"
"paleontology";"paleontology"
"palmistry";"palmistry"
"palynology";"palynology"
"parapsychology";"parapsychology"
"particles";"physics"
"patent_law";"patents"
"pathology";"pathology"
"Perl";"programming_languages"
"petrochemistry";"petrochemistry"
"pharmaceutical_drug";"pharmacology"
"pharmacology";"pharmacology"
"pharmacy";"pharmacy"
"philately";"philately"
"philosophy";"philosophy"
"phonetics";"phonetics"
"phonology";"phonology"
"photography";"photography"
"physical_chemistry";"physical_chemistry"
"physics";"physics"
"physiology";"physiology"
"planet";"astronomy"
"planetology";"planetology"
"plant";"botany"
"poetry";"poetry"
"poison";"toxicology"
"poker";"poker"
"poker_slang";"poker"
"political";"political"
"political_science";"political_science"
"politics";"politics"
"polymer_science";"polymer_science"
"pornography";"pornography"
"pottery";"pottery"
"pragmatics";"pragmatics"
"printing";"printing"
"probability_theory";"probability_theory"
"programming";"programming"
"programming_languages";"programming_languages"
"property_law";"property_law"
"prosody";"prosody"
"protein";"biochemistry"
"Protestantism";"Protestantism"
"pseudoscience";"pseudoscience"
"psychiatry";"psychiatry"
"psychoanalysis";"psychoanalysis"
"psychology";"psychology"
"psychotherapy";"psychotherapy"
"publishing";"publishing"
"pyrotechnics";"pyrotechnics"
"quantum_mechanics";"quantum_mechanics"
"rail_transport";"rail_transport"
"railroads";"rail_transport"
"railroad";"rail_transport"
"rasta";"Rastafarian"
"recreational_drug";"recreational_drug"
"relativity";"physics"
"religion";"religion"
"rhetoric";"rhetoric"
"rivers";"geography"
"robotics";"robotics"
"Roman_Catholicism";"Roman_Catholicism"
"Roman_mythology";"Roman_mythology"
"roofing";"roofing"
"rowing";"rowing"
"rugby";"rugby"
"sailing";"sailing"
"Sanskrit";"Sanskrit"
"science_fiction";"science_fiction"
"sciences";"sciences"
"Scientology";"Scientology"
"scrapbooks";"scrapbooks"
"semantics";"semantics"
"semiotics";"semiotics"
"set_theory";"set_theory"
"sewing";"sewing"
"sexology";"sexology"
"sexuality";"sexuality"
"ship";"nautical"
"shipping";"shipping"
"shogi";"shogi"
"signal_processing";"signal_processing"
"Sikhism";"Sikhism"
"skateboarding";"skateboarding"
"skeleton";"anatomy"
"skiing";"skiing"
"snooker";"snooker"
"snowboarding";"snowboarding"
"soccer";"soccer"
"social_sciences";"social_sciences"
"sociology";"sociology"
"softball";"softball"
"software";"software"
"software_engineering";"software_engineering"
"soil_science";"soil_science"
"sound_engineering";"sound_engineering"
"space_science";"space_science"
"spectroscopy";"spectroscopy"
"spiritualism";"spiritualism"
"sports";"sports"
"squash";"squash"
"standard_of_identity";"standard_of_identity"
"star";"astronomy"
"star_trek";"Star_Trek"
"statistics";"statistics"
"steroid";"biochemistry"
"steroid_drug";"pharmacology"
"steroid_hormone";"biochemistry"
"steroids";"steroids"
"stock_market";"stock_market"
"stock_symbol";"stock_symbol"
"subculture";"subculture"
"sumo";"sumo"
"superhero";"fictional_character"
"surface_feature";"planetology"
"surfing";"surfing"
"surgery";"surgery"
"surveying";"surveying"
"sushi";"sushi"
"swimming";"swimming"
"symptom";"medicine"
"systematics";"systematics"
"systems_theory";"systems_theory"
"table_tennis";"table_tennis"
"tarot";"tarot"
"taxation";"taxation"
"taxonomic_name";"taxonomy"
"taxonomy";"taxonomy"
"technology";"technology"
"telecommunication";"telecommunication"
"telecommunications";"telecommunications"
"telegraphy";"telegraphy"
"telephony";"telephony"
"television";"television"
"tennis";"tennis"
"teratology";"teratology"
"textiles";"textiles"
"theater";"theater"
"theology";"theology"
"thermodynamics";"thermodynamics"
"tincture";"heraldry"
"tool";"tool"
"topology";"topology"
"tourism";"tourism"
"toxicology";"toxicology"
"toys";"toys"
"trademark";"trademark"
"trading";"trading"
"translation";"translation"
"transport";"transport"
"travel";"travel"
"trees";"trees"
"trigonometry";"trigonometry"
"typography";"typography"
"vector_algebra";"vector_algebra"
"vehicle";"automotive"
"Venice";"in_Venice"
"veterinary_medicine";"veterinary_medicine"
"video_game";"video_games"
"video_games";"video_games"
"video_gaming";"video_gaming"
"village";"villages"
"virology";"virology"
"vitamin";"biochemistry"
"volcanology";"volcanology"
"volleyball";"volleyball"
"weapons";"weapons"
"weather";"weather"
"web_design";"web_design"
"webcomics";"webcomics"
"weightlifting";"weightlifting"
"wine";"wine"
"wrestling";"wrestling"
"zoology";"zoology"
"zootomy";"zootomy"
"Zoroastrianism";"Zoroastrianism"
